shot,timestamp,tx,ty,matched_x,matched_y,v,angle,omega,outcome,note
2,2026-02-25T10:57:35.967000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:36.039000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:36.110000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:36.181000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:36.266000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:36.364000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:36.451000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:36.552000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:36.677000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:36.746000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:36.824000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:36.904000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:36.973000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:37.046000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:37.114000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:37.197000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:37.268000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:37.343000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:37.415000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:37.485000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:37.556000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:37.625000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:37.699000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:37.780000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:37.851000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:37.925000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:37.996000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:38.070000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:38.143000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:38.214000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:38.284000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:38.366000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:38.436000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:38.513000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:38.610000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:38.682000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:38.763000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:38.835000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:38.903000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:38.989000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:39.062000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:39.133000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:39.243000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:39.312000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:39.382000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:39.453000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:39.523000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:39.606000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:39.678000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:39.746000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:39.857000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:39.955000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:40.044000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:40.128000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:40.224000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:40.315000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:40.390000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:40.477000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:40.562000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:40.650000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:40.733000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:40.806000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:40.878000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:40.963000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:41.034000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:41.106000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:41.181000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:41.260000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:41.343000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:41.415000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:41.492000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:41.588000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:41.669000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:41.741000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:41.811000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:41.886000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:41.957000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:42.029000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:42.102000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:42.183000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:42.257000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:42.331000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:42.398000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:42.468000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:42.538000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:42.615000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:42.698000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:42.841000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:42.910000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:42.982000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:43.054000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:43.122000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:43.246000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:43.338000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:43.448000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:43.550000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:43.622000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:43.701000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:43.814000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:43.890000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:43.986000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:44.071000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:44.142000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:44.230000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:44.302000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:44.372000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:44.446000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:44.515000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:44.585000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:44.660000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:44.728000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:44.827000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:44.939000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:45.028000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:45.096000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:45.167000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:45.237000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:45.309000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:45.381000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:45.465000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:45.535000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:45.606000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:45.678000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:45.750000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:45.829000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:45.901000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:45.968000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:46.055000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:46.123000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:46.193000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:46.262000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:46.332000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:46.408000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:46.517000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:46.582000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:46.662000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:46.734000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:46.804000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:46.874000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:46.961000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:47.048000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:47.116000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:47.182000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:47.263000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:47.333000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:47.398000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:47.466000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:47.538000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:47.608000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:47.680000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:47.751000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:47.838000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:47.909000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:47.980000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:48.053000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:48.122000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:48.193000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:48.261000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:48.329000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:48.412000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:48.481000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:48.549000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:48.618000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:48.691000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:48.771000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:48.838000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:48.904000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:48.985000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:49.067000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:49.149000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:49.215000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:49.281000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:49.393000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:49.462000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:49.530000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:49.609000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:49.677000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:49.746000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:49.812000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:49.879000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:49.946000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:50.015000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:50.088000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:50.170000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:50.247000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:50.325000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:50.393000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:50.459000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:50.524000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:50.591000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:50.661000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:50.747000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:50.818000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:50.887000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:50.953000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:51.029000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:51.099000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:51.188000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:51.260000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:51.337000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:51.407000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:51.477000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:51.549000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:51.614000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:51.681000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:51.753000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:51.822000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:51.902000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:51.973000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:52.046000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:52.116000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:52.210000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:52.301000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:52.369000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:52.439000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:52.519000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:52.593000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:52.673000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:52.775000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:52.846000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:52.914000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:52.987000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:53.052000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:53.147000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:53.213000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:53.303000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:53.380000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:53.474000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:53.544000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:53.612000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:53.676000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:53.789000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:53.869000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:53.934000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:54,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:54.069000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:54.136000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:54.207000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:54.280000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:54.363000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:54.431000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
3,2026-02-25T10:57:54.498000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
4,2026-02-25T10:57:54.567000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
5,2026-02-25T10:57:54.638000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
6,2026-02-25T10:57:54.710000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
7,2026-02-25T10:57:54.794000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
8,2026-02-25T10:57:54.879000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
1,2026-02-25T10:57:54.980000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
2,2026-02-25T10:57:55.050000,0.0,38.41,0.015,38.404,2.4036,0.0549,15.708,no-snapshot,
